type,CellV [A^3],Di,Df,Dif,density [g/cm^3],total_SA_volumetric,total_SA_gravimetric,total_POV_volumetric,total_POV_gravimetric
RSM2201,3871.63,4.35747,2.40322,4.35747,1.29455,152.759,118.0016222,0.0973,0.0751611
RSM3183,3570.04,5.15455,4.85632,5.13093,1.95651,515.541,263.5003143,0.17026,0.0870223
RSM3961,5238.16,4.97833,2.92387,4.97205,1.43764,393.951,274.0261818,0.15454,0.107496
RSM2443,4648.15,4.84557,3.80044,4.84248,1.15061,676.231,587.7152119,0.25818,0.224385
RSM0971,1372.78,5.04792,4.38484,5.0448,1.30477,813.554,623.5229197,0.26362,0.202043
RSM1923,5115.55,11.92678,5.98269,11.92678,0.64997,2297.1,3534.163115,0.7257,1.11651
RSM3995,12786.0,8.58065,5.8094,8.54388,0.697286,2655.35,3808.121775,0.68698,0.98522
RSM4360,41091.2,18.06508,7.13825,11.29555,0.600782,2135.72,3554.900114,0.73142,1.21745
RSM4354,41943.7,18.20917,7.10984,11.83987,0.592075,2128.12,3594.341933,0.73392,1.23957
RSM2705,2608.85,4.6486,2.79267,4.63894,1.33624,205.981,154.1497036,0.14718,0.110145
RSM1951,3224.33,7.8603,5.01976,7.84665,0.979833,1802.64,1839.742078,0.51322,0.523783
RSM2095,2802.92,6.38387,5.75713,6.38387,1.33865,1072.23,800.9785978,0.3348,0.250103
RSM4167,7441.58,7.39108,4.72102,7.39108,1.5002,980.187,653.3708839,0.26532,0.176857
RSM2226,3524.66,8.67616,3.56541,8.61027,1.50156,1227.16,817.2567197,0.42338,0.281959
RSM1978,2235.36,4.96245,3.57593,4.95367,2.04735,477.565,233.2600679,0.19618,0.0958213
RSM2164,3525.22,8.7337,4.60012,8.08289,1.3997,1376.34,983.3107094,0.4446,0.317639
RSM0467,1233.94,5.38201,3.65359,5.35586,1.48851,728.284,489.2704785,0.30884,0.207482
RSM0980,1828.03,6.5379,4.8064,6.53406,1.09146,975.380487,893.6474878,0.34842,0.319224
RSM0976,1757.9,6.35636,4.74684,6.35358,1.04617,782.5558,748.0197291,0.32684,0.3124164
RSM0308,745.463,5.20561,3.82141,5.20561,1.29023,519.449,402.6018617,0.26614,0.206274
RSM1319,1417.24,4.43579,3.68809,4.4295,1.35731,120.837,89.02682512,0.13932,0.102644
RSM0894,1381.88,3.85646,2.55878,3.85646,1.56978,9.21997,5.873415383,0.0,0.0
RSM0882,2274.14,4.35737,3.84524,4.35737,1.27732,453.505585,355.0446129,0.21092,0.165127
RSM3232,2799.77,4.68091,3.50866,4.67789,1.41648,202.014,142.6169095,0.13288,0.09381
RSM2308,4204.1,6.69877,5.40684,6.69877,0.878608,2202.1,2506.350955,0.60748,0.691412
RSM3298,11365.1,8.70901,6.58612,8.70709,0.867344,1833.6,2114.040104,0.55054,0.634743
RSM1418,1663.42,4.86095,4.4492,4.8459,1.39709,518.316,370.9968578,0.22606,0.161808
RSM3046,2379.37,4.06765,2.57487,4.06765,1.45796,20.8125,14.27508299,0.03244,0.0222502
RSM1426,1673.27,4.8597,4.4269,4.8597,1.38069,524.805,380.1034265,0.22756,0.164817
RSM0388,1002.27,3.94915,2.57347,3.89578,2.17815,29.7935,13.67835089,0.0294,0.0134977
RSM3110,4136.34,6.9711,4.44534,6.9711,1.09535,1270.0,1159.446752,0.40226,0.367242
RSM3180,4362.86,6.77119,4.51348,6.77119,1.0583,1270.48,1200.491354,0.3905,0.368987
RSM0880,1477.43,4.19352,3.30187,4.19352,1.65632,119.381,72.07604811,0.1373,0.0828948
RSM1092,1590.84,5.14315,4.1527,5.13081,1.07093,1061.83,991.5027126,0.34368,0.320916
RSM3414,10242.4,7.23927,6.67302,7.23927,0.822249,1469.02,1786.587761,0.45066,0.548082
RSM0723,1062.98,3.90292,2.68796,3.90292,1.38007,9.90508,7.177230141,0.02536,0.0183759
RSM1331,4625.58,5.79638,3.84056,5.66635,1.22762,1285.36,1047.034098,0.44184,0.359916
RSM0330,913.269,4.91993,2.81148,4.91989,1.88372,296.082,157.179411,0.17092,0.0907351
RSM1369,3547.42,4.68396,3.93383,4.68242,1.69201,434.163,256.5960012,0.16608,0.0981555
RSM3254,3711.81,5.63348,5.082,5.6238,1.54253,764.705,495.7472464,0.24208,0.156937
RSM1973,2232.75,4.70842,3.66843,4.69527,1.05376,400.445,380.0153735,0.25594,0.242882
RSM2181,1964.63,4.13249,2.70699,4.13249,1.33116,129.502,97.28507467,0.15542,0.116755
RSM2193,2090.78,4.19018,2.78003,4.19018,1.40023,188.233,134.4300579,0.1995,0.142477
RSM0963,2913.17,13.26482,11.33443,13.26482,0.597503,2216.67,3709.889323,0.69242,1.15886
RSM1480,7863.38,9.59156,4.26108,9.59156,1.02718,1825.93,1777.61444,0.58066,0.565294
RSM1616,7878.24,9.35233,4.33657,9.34695,1.04043,1780.98,1711.773017,0.56408,0.542158
RSM4399,11009.1,7.46367,6.87207,7.46367,0.921652,1662.17,1803.46812,0.45548,0.494199
RSM4610,34210.6,17.46562,10.38181,17.46523,0.786041,1437.6668,1828.997215,0.52334,0.6657922
RSM4314,15818.6,6.90856,3.45436,6.69822,1.14952,897.191,780.4918575,0.26952,0.234462
RSM3626,4791.9,5.86564,3.51663,5.02799,1.32713,467.541,352.2948016,0.19078,0.143754
RSM3980,5426.03,5.2601,3.59083,5.25053,1.14964,789.672,686.8863296,0.27744,0.241328
RSM2292,2031.57,4.12175,2.70907,4.10052,1.19677,75.9417,63.45555119,0.07584,0.0633707
RSM1570,3711.39,7.76038,5.54861,7.76038,0.846504,2125.21,2510.572897,0.6365,0.751916
RSM1589,3802.3,7.29309,6.51816,7.28407,0.803706,2301.2,2863.236059,0.65872,0.819603
RSM1594,2487.17,5.53443,4.01054,5.50524,1.19557,1009.7,844.5344062,0.38348,0.320751
RSM1585,2658.09,6.48528,4.12202,6.41549,1.3617,1194.84,877.461996,0.42554,0.312506
RSM1568,4915.89,5.52821,3.42388,5.52134,1.16361,631.425,542.6431536,0.28092,0.241421
RSM2328,3247.9,5.67142,3.50634,5.66877,1.72182,812.769,472.0406314,0.30752,0.178602
RSM2302,3519.25,5.87633,5.25314,5.79727,1.51981,1105.49,727.386976,0.36128,0.237714
RSM1475,1512.61,4.19047,2.89967,4.19047,1.27669,74.7921,58.58281964,0.09078,0.0711058
RSM0595,1878.91,6.69521,5.2041,6.68616,1.12957,1837.8,1626.990802,0.5508,0.48762
RSM2408,3290.12,9.48773,8.77545,9.48773,0.930198,1314.69,1413.344256,0.45742,0.491745
RSM0828,3296.03,13.21557,12.47689,13.21557,0.543761,1861.88,3424.077858,0.7449,1.3699
RSM2986,6507.38,6.24379,4.83507,6.24379,1.06947,1071.37,1001.776581,0.32882,0.307462
RSM3982,11929.7,12.69722,8.47633,12.6946,0.718278,1942.49,2704.370731,0.66902,0.931422
RSM3032,3095.82,4.13712,3.42264,4.1139,1.63785,54.984,33.57083982,0.07886,0.0481485
RSM2242,2316.27,4.93892,3.56519,4.93892,1.22098,685.582,561.5014169,0.25924,0.212321
RSM1724,8320.73,10.403,9.40744,10.403,1.04916,1452.27,1384.221663,0.45822,0.43675
RSM0148,778.99,5.13622,4.08548,4.9972,1.59979,857.506,536.0116015,0.30434,0.190237
RSM0777,2863.04,6.78768,5.03504,6.78768,0.817663,2415.85,2954.579087,0.6437,0.787244
RSM2686,3266.81,6.71846,5.39444,6.71589,0.983709,1392.21,1415.2661,0.40288,0.409552
RSM1885,2774.5,6.56118,5.97328,6.56118,1.8467,327.423,177.3016733,0.10512,0.056923
RSM3609,6737.18,7.45171,4.92598,7.05573,1.06861,1703.43,1594.061444,0.50446,0.472072
RSM3238,4503.68,7.24376,3.01418,7.24376,1.30015,995.248,765.4870592,0.33034,0.254079
RSM0502,1186.44,4.76594,4.4337,4.74254,1.49774,927.66,619.3731889,0.35048,0.234006
RSM0454,1028.06,4.00169,3.86741,4.00169,1.98354,184.592,93.06189943,0.16878,0.0850904
RSM2778,12893.6,4.8198,4.16045,4.8198,1.4521,419.838,289.1247159,0.14354,0.09885
RSM1433,5607.31,11.38543,11.12419,11.3774,0.437316,1871.36,4279.193992,0.8108,1.85404
RSM3092,7467.43,6.42799,4.66248,6.42799,1.2058,995.31,825.4353956,0.31456,0.260873
RSM0499,1046.88,4.5706,2.50265,4.56535,1.84953,334.935,181.0919531,0.17904,0.0968031
RSM3710,4359.16,5.06549,3.23595,5.05633,1.24948,305.733,244.6881903,0.13474,0.107837
RSM0485,4336.1,4.74703,3.54387,4.71052,1.02013,486.967,477.3577877,0.3088,0.302707
RSM2399,8517.72,6.66763,4.36115,6.66763,1.04515,2081.58,1991.6567,0.55808,0.53397
RSM2191,3761.0,8.56972,8.26373,8.56972,0.874357,1844.8,2109.893327,0.5826,0.666318
RSM0077,1806.36,7.02111,6.32962,7.02111,1.11473,1855.4,1664.438922,0.5583,0.500838
RSM3331,8675.66,7.77769,3.11049,7.76571,0.999796,1001.46,1001.66434,0.32726,0.327327
RSM2233,2886.78,8.25017,6.95114,8.25017,1.49914,904.903,603.6147391,0.29624,0.197607
RSM3330,7136.2,10.38317,5.82029,10.02176,0.765244,2148.26,2807.28761,0.66408,0.867802
RSM3320,7055.62,10.59453,5.69918,10.59344,0.768776,2153.38,2801.049981,0.65426,0.851041
RSM2960,3074.55,5.16363,2.84619,5.16363,1.46138,161.824,110.7336901,0.08382,0.0573567
RSM4501,53655.1,28.66522,11.53772,28.66522,0.279149,1602.95,5742.273839,0.85958,3.07929
RSM4560,31703.4,10.08038,7.17795,10.08038,0.589363,2400.12,4072.396808,0.68558,1.16326
RSM3639,5089.92,4.47391,2.97124,4.46858,1.60963,182.707,113.5086945,0.0944,0.0586471
RSM3623,5038.16,4.41782,2.95293,4.41208,1.65256,160.837,97.32596698,0.08902,0.053868
RSM1101,1562.75,4.85568,4.28663,4.65881,1.5312,914.384,597.1682341,0.27016,0.176437
RSM1081,1544.38,4.76043,4.22431,4.76043,1.6231,959.371,591.0732549,0.27888,0.171819
RSM1077,1511.38,4.67022,4.137,4.66388,1.35819,908.55,668.9417534,0.2708,0.199383
RSM3405,4218.32,7.51924,6.97754,7.50411,1.17363,1049.15,893.9359083,0.34218,0.291556
RSM2862,4787.74,7.13587,6.98688,7.13339,0.8258,2062.05,2497.03318,0.5807,0.703196
RSM3582,10186.6,7.53059,4.20216,7.53059,1.13363,1316.53,1161.34012,0.35216,0.310648
RSM2819,2950.61,4.58378,3.14009,4.58378,1.46841,390.368,265.8440081,0.21972,0.149631
RSM0266,909.477,4.9696,3.15514,4.71289,1.41721,494.199,348.7126114,0.22106,0.155982
RSM3345,6292.92,12.82817,4.31562,12.82817,0.868866,1595.72,1836.554774,0.576,0.662933
RSM2019,2528.19,4.06995,3.18947,4.05011,1.59955,22.9022,14.31790191,0.03418,0.0213685
RSM2189,4104.74,4.0449,2.86519,4.0449,1.34541,24.4631,18.18263578,0.02228,0.01656
RSM2519,5960.02,4.88792,3.20385,4.85882,1.2842,594.975,463.3040025,0.28924,0.22523
RSM3699,14096.3,7.22233,4.73121,7.22181,1.05141,823.027,782.7840709,0.26304,0.250179
RSM0315,905.726,4.38052,3.88796,4.36788,1.61033,782.075,485.6613241,0.279,0.173256
RSM0310,913.277,4.45838,3.94557,4.41836,1.61624,864.971,535.1748503,0.29502,0.182535
RSM0320,903.121,4.43647,3.87557,4.43647,1.65372,825.439,499.1407252,0.27842,0.16836
RSM1228,1950.11,5.64924,4.02494,5.64854,0.918331,1293.59,1408.631528,0.43256,0.471028
RSM0955,3689.22,7.13166,6.36797,7.11779,1.0643,1478.49,1389.166588,0.50508,0.474566
RSM1412,2033.6,5.30344,3.91416,5.17667,1.18769,555.6156,467.8119711,0.2865,0.2412255
RSM4319,13963.9,9.8596,7.82076,9.8596,0.707147,1925.87,2723.43657,0.6157,0.870681
RSM3244,3284.31,5.08632,3.052,5.08632,1.30836,234.396,179.1525268,0.13148,0.100492
RSM3420,5416.27,9.78617,8.86105,9.78617,0.959935,1577.23,1643.059165,0.50268,0.52366
RSM2530,2364.33,5.17093,4.52481,5.06299,1.36553,570.045,417.4532965,0.20124,0.147371
RSM1711,2685.89,6.10604,3.07582,5.9657,1.07253,1093.96,1019.980793,0.39664,0.369817
RSM1681,2752.43,6.35613,3.00777,6.2608,1.16133,1098.61,945.9929564,0.40378,0.347687
RSM1271,1687.81,4.40485,2.71207,4.39684,1.56723,275.39,175.7176675,0.18434,0.117621
RSM0859,1874.29,5.68191,5.17685,5.68191,1.29989,1473.06,1133.218965,0.49976,0.384462
RSM0020,491.075,5.42545,4.61164,5.42545,1.32331,849.825,642.1964619,0.3631,0.274389
RSM3500,3832.14,5.89078,3.42545,5.84551,1.13599,714.466,628.9368744,0.27702,0.243858
RSM3646,6000.74,10.13591,3.81582,10.13591,1.29721,1345.64,1037.333971,0.43558,0.335782
RSM2551,2744.74,7.1997,3.30533,7.1962,1.13684,764.613,672.5774955,0.3005,0.26433
RSM2322,2934.16,6.8646,4.02613,6.8646,1.20789,1109.26,918.3452136,0.38122,0.315608
RSM4003,6340.51,6.73786,6.27962,6.66229,1.04811,1193.42,1138.640028,0.31396,0.29955
RSM4005,6258.15,6.43441,5.83045,6.39868,0.991134,1134.748031,1144.898703,0.29944,0.302119
RSM1575,1994.54,4.65392,3.51526,4.65392,1.53055,355.015,231.9525661,0.1957,0.127863
RSM2394,3320.35,7.85146,2.85269,7.84347,1.08118,989.326,915.0428236,0.3726,0.344622
RSM2589,3488.06,5.44742,3.17954,5.44742,1.34706,556.693,413.2651849,0.22716,0.168634
RSM0791,1041.94,4.21897,2.65292,3.91641,1.49275,68.4393,45.84779769,0.0988,0.0661864
RSM0449,1053.81,4.95342,3.83497,4.95342,1.99384,576.252,289.0161698,0.2218,0.111243
RSM3406,3375.59,4.01632,2.59819,4.00607,1.41565,59.8784,42.29746053,0.06064,0.0428355
RSM0203,773.13,3.82815,2.55625,3.82815,1.43716,9.10758,6.337206713,0.0,0.0
RSM0746,1253.33,4.09249,3.45067,4.08948,1.44433,157.716,109.1966517,0.17486,0.121066
RSM3849,5206.9,6.93892,3.80818,6.45255,1.05982,954.979,901.0765979,0.31202,0.294407
RSM2230,2889.97,8.51519,7.38581,8.51519,1.47529,950.379,644.1980899,0.31952,0.216581
RSM1550,2785.86,9.16485,6.64251,9.16485,1.11428,1362.0742,1222.380551,0.49104,0.4406806
RSM2502,2242.54,4.59038,3.02065,4.58239,1.67391,213.534,127.5659982,0.15132,0.0903989
RSM1910,1853.04,4.82967,4.48576,4.82967,1.6967,442.201,260.6241528,0.17904,0.105523
RSM2953,3581.83,4.78674,3.41448,4.67256,1.74547,378.602,216.9054753,0.22424,0.12847
RSM0025,507.563,4.63167,4.31957,4.63167,1.28045,983.047,767.7355617,0.35914,0.28048
RSM2056,2356.77,6.0987,3.28751,5.1885,1.35116,636.06,470.7510583,0.25924,0.191865
RSM0835,1337.53,3.91444,2.48549,3.90014,1.91817,10.314,5.376999953,0.02212,0.0115318
RSM1664,1810.82,3.78387,3.47181,3.77533,1.63861,1.72205,1.050921208,0.0,0.0
RSM1132,1493.45,4.751,2.4657,4.7408,1.44617,219.437,151.7366561,0.18942,0.13098
RSM0410,1295.66,8.71143,5.70228,8.71143,1.44846,1310.1,904.4778592,0.45268,0.312525
RSM1154,1448.72,4.94182,3.17204,4.94182,1.63504,285.565,174.6532195,0.17296,0.105784
RSM1987,3276.26,6.39385,4.60431,6.39349,0.877136,1721.018765,1962.088849,0.5129,0.584744
RSM0425,1463.15,5.04966,3.95603,5.04927,1.69109,921.538,544.937289,0.4122,0.243748
RSM1740,2334.79,5.34637,3.18473,5.34637,1.01767,712.871,700.4932837,0.29642,0.291273
RSM1689,1711.02,4.42025,3.76528,4.4179,1.33231,238.211,178.7954755,0.1607,0.120617
RSM1515,1562.6,4.00306,3.26113,3.99382,1.40352,36.5018,26.00732444,0.04878,0.0347554
RSM0696,2920.59,9.02646,6.62876,9.00319,0.768463,2403.93,3128.231288,0.74038,0.963456
RSM3358,8573.08,11.11776,6.67504,11.11673,0.856122,2146.6,2507.352924,0.67244,0.785449
RSM2486,4495.73,4.46145,3.72288,4.46145,1.49644,142.239,95.0515891,0.0868,0.0580044
RSM2419,2191.33,4.21373,3.61145,4.21373,1.53199,81.1053,52.94114191,0.06886,0.044948
RSM4524,13763.1,7.56112,5.5145,6.98753,1.15475,1000.033,866.0168868,0.30186,0.2614057
RSM2385,2079.98,4.0304,2.93362,4.0304,1.49375,24.6267,16.48649372,0.04668,0.0312502
RSM4107,53354.7,16.88394,10.60987,16.88394,0.446812,1997.21,4469.911283,0.77432,1.73299
RSM2378,4368.41,4.22229,3.34094,4.22229,1.34736,72.8537,54.07144342,0.07054,0.0523544
RSM4109,6369.35,5.98913,5.07662,5.98299,1.31215,679.258,517.6679495,0.2399,0.1828296
RSM2758,3819.55,6.71051,5.85889,6.55452,1.05932,1665.39,1572.131178,0.44982,0.424632
RSM1692,2438.73,11.40059,3.10208,11.40059,0.902033,1240.42,1375.13816,0.47748,0.529338
RSM4357,11363.6,10.85901,8.03963,10.85901,1.03314,1194.04,1155.738816,0.41098,0.397796
RSM4104,11386.5,15.27666,13.37931,15.27666,0.777112,1681.82,2164.192549,0.59932,0.771214
RSM2842,3096.22,5.04878,3.9878,4.84113,1.55276,579.095,372.9455937,0.24116,0.15531
RSM3316,2855.47,3.82434,2.6197,3.81833,1.41655,2.57081,1.814838869,0.0,0.0
RSM2283,7888.26,5.68256,4.14915,5.67922,1.01525,925.515,911.6129032,0.3565,0.351143
RSM3065,10104.3,7.21449,5.67473,7.21449,0.867445,2119.39,2443.255768,0.5309,0.612027
RSM3596,5436.08,5.99288,4.42191,5.93648,1.43356,1074.77,749.7209744,0.34052,0.237534
RSM3513,5496.43,6.14197,4.45081,6.02384,1.41539,1122.17,792.8344838,0.35114,0.248088
RSM0163,821.132,4.78682,2.72791,4.78682,1.65289,402.883,243.7445928,0.21234,0.128466
RSM2325,6355.56,8.54387,6.77342,8.52787,0.56692,2916.46,5144.394271,0.7581,1.33723
RSM2301,6330.21,8.54787,6.76817,8.54126,0.579939,2925.9,5045.185787,0.75812,1.30724
RSM2303,6290.14,8.53005,6.74275,8.5229,0.590909,2934.75,4966.500764,0.75712,1.28128
RSM3850,5059.43,6.87946,3.53974,6.12375,1.07753,874.484,811.5634832,0.291,0.270063
RSM0585,1033.81,6.60314,5.66314,6.60314,1.49249,755.895,506.465705,0.27056,0.181281
RSM3518,4229.68,6.93247,6.0951,6.93247,1.45916,833.949,571.5267688,0.28522,0.195469
RSM3363,4728.39,11.39418,11.07263,11.39418,0.982365,1118.7,1138.782428,0.4431,0.451054
RSM4294,9394.04,11.07211,9.50667,11.06415,0.988926,1139.64,1152.401696,0.43144,0.436271
RSM1466,2056.54,4.855,3.30529,4.76929,2.19335,346.551,158.0007751,0.2117,0.0965189
RSM1486,2068.07,4.90585,3.36795,4.88479,2.21508,350.62,158.2877368,0.21574,0.0973961
RSM1405,1538.63,4.82905,4.48972,4.82035,1.16972,533.289,455.9116712,0.18716,0.160004
RSM0575,972.096,3.97307,3.18062,3.97307,1.5412,95.4388,61.92499351,0.12138,0.0787566
RSM0637,1148.82,5.11388,4.36379,5.09892,1.34461,597.601,444.4418828,0.2602,0.1935128
RSM3299,6399.52,4.74814,3.78435,4.74814,1.30283,309.351,237.4454073,0.13746,0.105509
RSM1952,3234.14,10.40349,8.69532,10.40349,0.914151,1342.79,1468.892995,0.51804,0.56669
RSM2360,3142.46,8.64297,7.79614,8.57936,1.02442,1299.39,1268.415298,0.4089,0.399152
RSM0644,3198.02,5.45667,5.01969,5.45667,1.52823,1232.48,806.4754651,0.38984,0.255092
RSM3022,5097.09,6.92762,6.10595,6.92762,1.43826,1384.14,962.3711985,0.44498,0.309387
RSM2722,2914.96,6.80985,3.50033,6.5431,1.23995,969.97,782.2654139,0.33212,0.267849
RSM1600,2149.2,4.42847,3.33732,4.39206,1.47072,291.477,198.1866025,0.21954,0.149274
RSM4353,13736.5,17.36935,5.40179,17.36935,1.04037,1401.63,1347.241847,0.52104,0.500822
RSM3531,3890.04,5.54225,2.5429,5.4983,1.29032,503.702,390.3698307,0.20634,0.159914
RSM1698,2702.77,7.22845,6.88703,7.22003,0.852646,1793.87,2103.886021,0.54068,0.63412
RSM1793,2120.21,5.42608,5.04414,5.4195,1.45199,770.164,530.419631,0.26628,0.18339
RSM0495,1256.88,5.72746,4.12193,5.64984,1.21514,1643.21,1352.280396,0.4676,0.384813
RSM0582,1410.9,5.85565,4.3241,5.81433,1.11314,1850.26,1662.198825,0.5097,0.457896
RSM0588,1382.1,6.15959,5.08946,6.15959,0.966844,1826.79,1889.436145,0.51484,0.532495
RSM3378,4466.25,5.3179,2.78115,5.29436,1.18697,500.218,421.4242988,0.2395,0.201775
RSM4145,8009.93,4.75858,3.81827,4.66708,0.984908,790.543,802.6566948,0.2824,0.286727
RSM1789,4714.08,5.27749,3.98975,5.17779,1.10089,1420.25,1290.092561,0.39582,0.359547
RSM0088,1086.35,4.95936,4.07145,4.95936,1.0628,1800.11,1693.742943,0.51944,0.488748
RSM0085,1120.42,4.59875,4.17002,4.59043,0.999501,1814.57,1815.475922,0.51766,0.517918
RSM0106,838.576,4.79892,4.35574,4.79892,2.78878,707.5543,253.7146351,0.31452,0.1127806
RSM0521,1129.16,6.09249,4.54759,6.09249,1.63047,1077.94,661.1222531,0.36386,0.223162
RSM3507,3925.04,5.22434,3.12115,5.22434,1.32627,340.574,256.7908495,0.135,0.101789
RSM3506,3999.17,5.23544,3.22982,5.01332,1.30229,368.155,282.6981701,0.1392,0.106889
RSM2554,4723.07,7.09205,5.80307,7.09205,0.944258,2432.61,2576.213281,0.6137,0.649929
RSM3286,4613.64,6.68622,4.50914,6.67956,0.770633,1573.03,2041.218064,0.44708,0.580147
RSM4430,13183.0,8.1775,6.04263,8.04141,1.00533,1375.17,1367.879204,0.42776,0.425493
RSM0763,1622.58,4.31911,3.00422,4.31353,1.28361,490.864,382.4089872,0.30606,0.238436
RSM1084,1537.74,6.22843,5.8492,6.22773,1.32869,1235.58,929.9234584,0.40624,0.305744
RSM1781,2658.19,10.37122,8.95436,10.37122,0.787001,1471.79,1870.124689,0.52894,0.672096
RSM4015,6897.96,7.82021,4.59261,7.82021,1.06883,1176.39,1100.633403,0.36568,0.342131
RSM4186,8811.16,7.10002,5.21425,6.59335,0.943193,1481.59,1570.823787,0.4349,0.461093
RSM3403,3491.34,5.0786,4.57892,5.0786,2.10255,307.238,146.1263704,0.0945,0.0449455
RSM4033,5571.21,6.67259,5.28318,6.67068,1.1406,930.845,816.1011748,0.29346,0.257287
RSM0481,1942.91,4.39237,3.16475,4.3781,1.17121,278.048,237.4023446,0.1899,0.16214
RSM0414,1068.13,4.36902,3.10948,4.36902,1.76306,90.0265,51.06264109,0.0943,0.0534867
RSM0216,862.089,3.86862,2.68927,3.85387,1.4708,11.5008,7.819418004,0.03262,0.0221784
RSM1700,1762.49,3.94211,3.09375,3.92173,2.22519,25.7435,11.56912443,0.0552,0.0248069
RSM1694,1762.7,3.93503,3.06474,3.93016,2.23097,20.2733,9.087213185,0.05496,0.024635
RSM1714,1758.43,3.92669,3.05098,3.92204,2.25635,19.9053,8.82190263,0.05264,0.0233298
RSM1677,1753.47,3.91618,3.05762,3.90895,2.26908,17.6576,7.781832284,0.04654,0.0205105
RSM1686,1737.1,3.94364,3.0863,3.93984,2.31343,17.8865,7.731593348,0.04952,0.0214055
RSM1708,1727.24,3.89793,3.03628,3.89557,2.03428,16.1403,7.934158523,0.0,0.0
RSM2932,5004.47,6.30239,4.60575,6.30081,0.99242,1578.34,1590.395196,0.46536,0.468914
RSM1071,2632.07,6.09971,4.27883,6.09943,0.947205,1682.71,1776.500335,0.49038,0.517713
RSM3034,3344.56,4.28713,3.01795,4.19023,1.39474,211.315,151.5085249,0.1712,0.122747
RSM3161,4055.59,8.48171,3.92126,8.48171,0.891092,1118.65,1255.369816,0.36794,0.412909
RSM1717,4068.42,5.76197,4.68972,5.75144,1.29019,1072.91,831.5906959,0.28016,0.217147
RSM1999,2167.75,5.81423,4.04124,5.79708,1.35939,515.624,379.3054238,0.1725,0.126895
RSM3272,8636.15,6.13698,5.34529,5.96708,1.2615,895.695,710.0237812,0.3018,0.23924
RSM3335,3295.83,4.21553,3.44252,4.21553,1.21319,200.733,165.4588317,0.12482,0.102885
RSM3282,4671.69,6.06791,4.72083,6.0579,1.2094,1363.83,1127.691417,0.39674,0.328047
RSM2682,3476.32,5.28957,4.33779,5.28957,0.956875,1096.71,1146.137165,0.37298,0.38979
RSM3243,9208.77,8.22186,5.12827,8.20785,0.946932,1703.79,1799.273865,0.47072,0.4971
RSM2558,2268.78,4.66296,2.95254,4.66296,1.64426,294.066,178.8439784,0.15302,0.0930629
RSM2861,6571.98,6.68707,6.10275,6.68707,1.23624,840.9718,680.265806,0.26588,0.215072
RSM0854,1168.71,3.94229,2.80491,3.94229,1.50557,20.0051,13.28739281,0.04752,0.0315627
RSM4089,8127.2,5.44718,4.31031,5.44264,0.953017,1164.37,1221.772539,0.40502,0.424987
RSM0441,1803.89,4.00797,2.85782,3.79346,2.8046,31.3261,11.16954289,0.05298,0.0188904
RSM1280,1284.67,4.85912,4.51007,4.85912,1.20599,468.024,388.0828199,0.16352,0.13559
RSM4284,16487.1,11.05938,6.30446,11.02908,0.918977,2146.66,2335.923532,0.64118,0.697711
RSM1787,3535.6,7.6136,7.16835,7.6136,1.27683,1634.5,1280.123431,0.50914,0.398753
RSM2484,5308.34,4.76441,3.35731,4.72961,1.17543,541.181,460.4110836,0.2369,0.201544
RSM1252,1549.27,5.27869,4.82624,5.26972,1.35338,929.079,686.4879044,0.34324,0.253617
RSM3822,10489.2,5.83475,4.30482,5.82509,1.2153,765.5227,629.9043035,0.24186,0.1990126
RSM4608,60485.9,23.87093,10.84779,23.87093,0.911245,1595.27,1750.648838,0.7265,0.797261
RSM1730,2975.03,12.69031,3.67391,12.69031,0.919646,1370.98,1490.769274,0.53286,0.579419
RSM4224,14186.0,20.68684,7.65386,20.68684,0.945467,1456.78,1540.804703,0.5941,0.628367
RSM3794,4904.36,6.00262,3.86824,5.65571,1.31,692.709,528.7854962,0.24326,0.185695
RSM2556,7111.12,7.33297,4.64508,7.33297,0.957966,1732.15,1808.153943,0.48174,0.502878
RSM0682,1207.08,3.82163,2.93079,3.80757,2.09127,5.71071,2.730737781,0.02372,0.0113424
RSM0480,1054.06,4.84675,2.56071,4.76627,1.85945,380.872,204.8304606,0.17498,0.0941031
RSM0937,1973.66,6.46175,4.9377,6.46175,1.4824,1209.19,815.6975175,0.38282,0.258244
RSM4509,10421.2,4.67375,3.80751,4.66389,1.32281,300.76,227.3644741,0.14964,0.113123
RSM0086,1947.35,5.62453,4.16158,5.60554,1.07616,1232.35,1145.136411,0.44198,0.410703
RSM4404,17133.6,8.21847,7.49363,8.20971,1.22679,1591.98,1297.679309,0.47148,0.38432
RSM1180,2158.33,6.18049,4.11372,6.17321,0.97822,1285.01,1313.620658,0.42404,0.433481
RSM4374,8219.65,4.84037,3.9654,4.82716,1.41449,581.183,410.8781257,0.17644,0.124738
RSM2087,2058.54,5.62972,5.12114,5.55282,1.20445,810.298,672.753539,0.23984,0.199128
RSM4473,36670.0,24.30948,9.03515,24.30948,0.38234,1846.89,4830.491186,0.81396,2.12889
RSM4175,9162.31,7.22153,5.5004,7.20678,0.929467,1581.62,1701.641909,0.4549,0.48942
RSM2743,2442.23,3.86703,2.43469,3.5403,1.47217,8.41161,5.713749091,0.0,0.0
RSM0684,1216.84,4.22175,2.48697,3.94808,1.65675,163.821,98.8809416,0.1432,0.0864345
