type,CellV [A^3],Di,Df,Dif,density [g/cm^3],total_SA_volumetric,total_SA_gravimetric,total_POV_volumetric,total_POV_gravimetric
RSM3616,4043.13,5.28646,3.07017,5.25316,1.66255,104.266,62.71450483,0.05492,0.0330337
RSM4345,10029.1,4.81461,3.51016,4.81159,1.02272,646.876,632.5054756,0.29544,0.288877
RSM1378,2223.92,6.82545,2.91099,6.82258,1.28721,826.548,642.1236628,0.31892,0.247761
RSM0639,2876.79,7.26111,7.14037,7.26111,0.948615,1449.51,1528.027704,0.47454,0.500245
RSM2922,10035.7,5.35067,4.98225,5.35067,1.31519,1456.4,1107.368517,0.41838,0.318115
RSM3762,4927.37,9.6196,8.46967,9.6196,1.47235,572.25528,388.6679662,0.2155,0.14636499
RSM2573,2022.8,5.87742,3.45438,5.87742,1.36069,258.874,190.2520045,0.11624,0.0854271
RSM2801,5360.6,6.11767,3.57208,6.10936,1.00677,508.473,505.0537859,0.2321,0.230539
RSM4506,41624.2,5.28648,3.63417,5.28648,0.904106,688.52,761.5478716,0.20054,0.22181
RSM0970,1233.86,5.05238,3.74879,4.99149,1.49581,503.217,336.4177269,0.2087,0.139523
RSM3081,3404.82,5.39588,2.97433,5.39588,1.38697,296.471,213.7544431,0.14728,0.106189
RSM1872,3027.47,8.06665,3.9387,8.06075,1.15948,1453.59,1253.656812,0.50844,0.438506
RSM1917,2980.77,8.0725,3.53077,8.06497,1.03469,1056.72,1021.291401,0.39396,0.38075
RSM1926,3075.99,8.12438,3.16932,7.7661,1.38913,1049.7,755.6528187,0.37942,0.273136
RSM1045,2402.91,8.02196,4.1722,8.01469,1.33184,1603.69,1204.11611,0.54286,0.4076
RSM1019,2222.58,7.77196,4.02298,7.7515,0.967928,1453.68,1501.847245,0.51538,0.532457
RSM2121,3530.07,5.83271,4.11171,5.82021,0.775057,1639.79272,2115.705967,0.5115,0.659952
RSM0948,1798.86,7.2529,4.09487,7.24788,1.02599,1353.94,1319.642492,0.44678,0.435461
RSM1386,2534.87,5.97637,5.66826,5.96867,0.916107,1749.4,1909.602263,0.52882,0.577247
RSM3235,4990.63,7.60143,4.74827,7.06612,1.03116,1519.61,1473.689825,0.45488,0.441133
RSM4340,14527.8,11.32674,4.96034,11.30095,0.840493,1834.37,2182.492894,0.58122,0.691523
RSM2062,2919.92,6.12679,5.53694,6.11946,1.24903,1250.01,1000.784609,0.40902,0.327471
RSM3591,6644.59,8.47502,6.8337,8.46296,0.827108,1722.2,2082.194828,0.54044,0.653409
RSM1383,4155.02,5.80604,3.7042,5.76773,1.49141,880.61,590.4546704,0.33538,0.224875
RSM1307,4068.22,5.66478,3.61524,5.65954,1.54511,804.714,520.8134049,0.30218,0.195572
RSM1876,11274.5,10.92188,6.16089,10.13253,0.730979,2187.12,2992.042179,0.6728,0.92041
RSM3530,4123.52,4.02535,2.83611,3.92433,1.73333,36.1435,20.85205933,0.014,0.00807692
RSM2047,3538.14,9.9371,5.9051,9.93469,0.740129,1969.65,2661.225273,0.60364,0.815588
RSM2518,2945.37,4.8576,4.0805,4.8576,1.31729,683.862,519.1430892,0.27846,0.211389
RSM3005,4163.91,8.34589,6.74867,8.34589,2.21863,863.939,389.4020184,0.29044,0.13091
RSM3534,5770.39,4.22473,3.06148,4.20673,3.9686,100.514,25.32731946,0.067,0.0168825
RSM1169,2101.27,5.43472,3.75459,5.43472,1.57273,916.529,582.7630935,0.32786,0.208466
RSM1135,2097.68,5.41474,3.72498,5.39995,1.55868,904.28,580.1575692,0.32864,0.210844
RSM1167,1591.91,4.83947,3.74089,4.83622,1.28408,665.589,518.3392,0.31518,0.245452
RSM1131,1738.45,8.05193,5.7692,8.05193,1.0871,1028.69,946.2698924,0.32756,0.301314
RSM2473,2969.95,7.09546,5.16312,7.09546,0.822497,1496.6,1819.581105,0.4543,0.552342
RSM1276,3474.44,4.86872,2.92753,4.86872,2.00125,308.981,154.3940037,0.1609,0.0803997
RSM1255,2251.14,7.68408,4.67008,7.57071,1.19851,1796.56,1498.994585,0.5161,0.430617
RSM1163,1453.15,5.17721,3.88044,5.16559,1.56809,673.447,429.4696095,0.2853,0.181941
RSM1727,2929.56,5.00989,4.14842,5.00989,2.07402,1220.576018,588.5073519,0.33886,0.163383
RSM0895,1467.71,4.70614,3.03297,4.70614,1.23596,387.607,313.6080456,0.25448,0.205897
RSM0885,1465.37,4.72105,3.05363,4.71798,1.2672,397.689,313.8328598,0.26036,0.20546
RSM3008,4554.64,8.17736,6.62352,8.14962,0.938004,1843.99,1965.865817,0.52666,0.561469
RSM3327,4634.13,6.94357,6.25435,6.88861,1.02856,1494.95,1453.43976,0.42246,0.410729
RSM3733,4322.48,4.77494,2.7809,4.77083,1.08402,177.545,163.7838785,0.09412,0.0868251
RSM2843,3711.12,9.34267,6.30544,9.30322,1.26616,979.5463,773.6354805,0.35378,0.2794124
RSM2841,3687.69,9.54316,8.35297,9.54316,1.17123,1028.32,877.9829752,0.3845,0.328287
RSM3438,3742.39,4.22955,3.7824,4.22684,1.70241,99.8275,58.63892952,0.06196,0.0363954
RSM0287,1140.61,5.1693,4.46656,5.1693,1.06371,1381.1,1298.380198,0.45204,0.424967
RSM4011,6536.66,6.22529,4.73915,6.22421,1.09032,1068.7,980.170959,0.33712,0.309194
RSM2459,6586.22,5.92457,4.79042,5.92427,1.92239,545.294,283.6542013,0.17524,0.0911574
RSM2639,6579.97,6.01675,4.74609,6.01675,1.93131,522.036,270.3015052,0.16846,0.0872256
RSM2631,6549.96,5.94961,4.80383,5.94961,1.93345,533.801,276.0873051,0.16948,0.0876569
RSM4113,9654.33,9.66574,7.84648,9.66574,0.868335,1817.93,2093.581394,0.53878,0.620475
RSM2248,2760.28,4.87289,4.04271,4.86475,1.11842,1089.51,974.1510345,0.37456,0.3349
RSM1351,3744.7,4.57129,3.26866,4.57129,1.60287,318.686,198.8221128,0.18728,0.11684
RSM1742,1658.75,5.22361,3.40377,5.22361,1.39671,309.346,221.4819111,0.1498,0.107252
RSM0324,983.826,4.33819,2.97954,4.33146,1.54934,153.095,98.81304297,0.16012,0.103347
RSM2460,4706.56,4.16458,2.90509,4.16458,1.28372,30.8636,24.04231452,0.02382,0.0185554
RSM3853,4787.93,4.28224,3.27652,4.27318,1.26191,172.979,137.0771291,0.14474,0.114699
RSM4075,30540.7,28.4313,15.91754,28.4313,0.251734,1369.5,5440.266313,0.88618,3.5203
RSM2401,2818.72,4.70607,3.39261,4.63006,1.27975,416.263,325.2689979,0.20158,0.157515
RSM1697,1733.81,3.90111,2.5161,3.90111,1.87367,18.0015,9.607615002,0.01526,0.00814444
RSM2312,2971.51,4.78823,4.34338,4.74662,1.25646,817.742,650.83011,0.35168,0.279898
RSM2299,3141.5,5.70734,4.18424,5.69729,1.38731,1261.64,909.4146225,0.4106,0.295969
RSM1500,3452.74,4.85757,3.15246,4.85757,1.56083,291.249,186.5987968,0.15228,0.0975635
RSM3367,9316.4,6.30554,5.14447,6.28047,1.31758,1423.27,1080.215243,0.37112,0.281668
RSM0862,2082.31,12.5848,12.05657,12.5848,0.73279,1586.29,2164.726593,0.60654,0.827713
RSM2858,4416.37,7.88297,4.15104,7.88297,1.15793,1319.06,1139.153489,0.43534,0.375964
RSM1058,2383.7,11.71277,3.29929,11.70939,0.83399,1464.5,1756.016259,0.56248,0.674445
RSM3760,5803.4,6.82644,4.81311,6.7091,1.14185,1125.16,985.3833691,0.35332,0.309428
RSM1991,5230.93,11.33189,6.86002,11.33189,0.649596,2271.61,3496.958109,0.73676,1.13418
RSM1783,1902.16,4.86314,3.46095,4.86114,1.09882,360.939,328.4787317,0.2306,0.209862
RSM3663,7029.61,10.55614,5.67197,10.5437,1.00791,1521.57,1509.628836,0.49716,0.49326
RSM3932,6712.2,7.45404,4.653,7.45404,0.903111,1708.23,1891.495065,0.46776,0.517943
RSM3453,6929.11,8.04408,6.54623,7.93266,0.696864,2079.45,2984.011227,0.61576,0.883616
RSM0555,2391.11,4.42922,3.63352,4.42922,1.96256,120.681,61.49162319,0.0859,0.0437693
RSM1404,2122.57,5.16871,3.64786,5.09887,0.985668,573.561,581.9008023,0.2961,0.300406
RSM3230,3709.21,6.18436,4.94333,5.98081,1.31558,791.2497,601.4455221,0.27184,0.2066319
RSM2711,2839.82,5.17097,2.43229,5.17097,1.11758,418.12,374.1298162,0.1783,0.159541
RSM1066,2840.81,4.05433,3.10309,3.94052,1.22935,103.114,83.87684549,0.07284,0.0592507
RSM0340,989.826,6.02888,4.81928,6.02888,1.46684,716.571,488.513403,0.2483,0.169275
RSM4187,6416.73,6.27871,5.58535,6.27871,1.41351,513.484,363.2687424,0.16906,0.119603
RSM3058,4783.82,6.52902,4.63625,6.52902,1.20846,1635.68,1353.52432,0.46102,0.381494
RSM1139,1390.68,4.56148,2.54121,4.4986,1.42877,267.337,187.1098917,0.1595,0.111635
RSM2014,3213.65,5.3362,3.90302,5.22967,1.1804,789.65,668.9681464,0.27934,0.2366499
RSM0357,1368.58,4.49598,3.52102,4.49598,1.26918,153.699,121.1010259,0.15586,0.122804
RSM0910,1251.58,4.60619,2.63453,4.60572,1.98702,172.289,86.70722992,0.14874,0.0748559
RSM0142,786.552,5.14922,2.8443,5.14922,1.85173,429.025,231.6887451,0.28586,0.154375
RSM2154,3861.58,10.15365,9.81645,10.15365,1.11827,1430.85,1279.521046,0.48752,0.43596
RSM3302,2837.41,4.58192,3.82938,4.58192,1.15929,311.9974,269.1280008,0.15488,0.1335996
RSM0464,1196.5,6.77675,3.19057,6.77675,1.21604,1023.72,841.8473077,0.38246,0.314513
RSM0030,609.29,5.09985,3.87591,5.09025,1.50728,782.87,519.3925482,0.3187,0.211441
RSM1056,1842.31,6.30539,5.2605,6.30539,1.49546,1102.78,737.4185869,0.3771,0.252164
RSM1901,1790.73,4.87135,2.51608,4.87135,1.31374,262.634,199.9132248,0.19374,0.147472
RSM3142,2876.45,4.98965,4.17051,4.98965,1.41285,529.867,375.0341508,0.17854,0.126369
RSM0321,1530.26,4.92633,4.45881,4.92633,1.33002,918.235,690.3918738,0.28732,0.216027
RSM1201,1598.65,5.21835,2.57022,5.21835,1.43695,444.284,309.1854275,0.21194,0.147493
RSM4376,11061.4,9.75671,8.56589,9.45458,1.06294,1232.75,1159.755019,0.41894,0.394134
RSM2379,4085.33,3.80524,2.41599,3.80524,1.36814,2.37539,1.736218516,0.0,0.0
RSM0750,1899.72,6.47441,4.48765,6.47441,0.782233,2361.06,3018.35898,0.61046,0.780407
RSM2839,5468.94,9.50106,5.60478,9.47295,0.851383,2170.788,2549.719691,0.63956,0.751201
RSM4519,24444.1,14.03402,9.0463,14.02308,0.76193,1929.77,2532.739228,0.66052,0.866904
RSM0744,1032.81,4.41978,2.89426,4.41978,1.80256,143.432,79.57127641,0.1015,0.0563088
RSM1208,1462.45,4.71677,2.5435,4.70681,1.3991,290.824,207.8650561,0.14234,0.101737
RSM3571,17235.8,18.78417,14.89456,18.78417,0.315898,1569.95,4969.800379,0.8364,2.64769
RSM4127,10971.0,8.3495,5.13588,8.1646,0.608298,2844.37,4675.948302,0.64806,1.06537
RSM3051,7852.96,6.04406,4.68216,6.04406,0.897215,1451.13,1617.371533,0.40816,0.454919
RSM3757,10196.9,5.61648,4.05301,5.61199,1.31362,764.067,581.6499444,0.24172,0.1840109
RSM0462,1072.6,3.98209,2.58122,3.9756,2.3306,29.2536,12.55196087,0.11418,0.0489916
RSM2079,6005.63,4.10114,3.04525,4.10114,1.17808,208.453,176.942992,0.12842,0.109008
RSM3366,4236.91,5.93161,4.23353,5.92922,1.12874,980.527,868.6916385,0.3288,0.291299
RSM1191,1569.11,6.01479,4.21811,6.00446,1.32355,663.787,501.5201541,0.23338,0.176328
RSM1259,2858.11,7.28969,4.98752,7.24267,0.833729,2347.02,2815.087397,0.60836,0.729685
RSM3611,13618.7,14.4419,10.2051,14.4419,0.443469,2035.21,4589.294855,0.79918,1.80211
RSM2016,5310.8,13.85309,6.75838,13.85309,0.567973,2144.25,3775.267486,0.74556,1.31267
RSM2811,6878.84,11.39005,7.08849,11.39005,0.58467,2367.86,4049.908495,0.73872,1.26348
RSM2487,3299.26,12.00094,11.06312,12.00094,0.965457,988.6938,1024.068187,0.40026,0.4145808
RSM2036,6122.14,5.96805,4.21212,5.96805,1.10941,1707.37,1538.989192,0.49948,0.450221
RSM2026,6323.13,6.02417,4.10555,6.02138,1.04671,1624.33,1551.843395,0.49378,0.471744
RSM2669,8041.59,6.57194,4.51844,6.57194,0.970314,2146.72,2212.397224,0.53876,0.555243
RSM2667,8537.77,7.1095,4.86225,7.09773,0.893607,2097.72,2347.474897,0.55392,0.61987
RSM1303,4891.12,6.38612,4.28228,6.36726,1.14648,1550.22,1352.156165,0.48704,0.424812
RSM1236,1894.1,4.58202,3.62787,4.5574,1.65192,176.313,106.7321662,0.1613,0.097644
RSM0787,1240.74,5.40727,4.06272,5.33928,1.31041,1010.24,770.9342877,0.29792,0.227349
RSM3795,9791.68,4.93858,3.80274,4.91529,1.49581,638.9168,427.1376712,0.19638,0.13128641
RSM3665,5299.69,6.90366,2.45763,6.89498,1.10723,853.508,770.8497783,0.31402,0.283609
RSM1934,5990.43,8.95844,2.64235,8.90621,1.21964,1111.94,911.6952543,0.39942,0.32749
RSM0098,1908.0,5.6853,5.37606,5.65305,1.07587,1461.09,1358.054412,0.48424,0.450091
RSM0739,1904.15,6.30636,5.13016,6.19765,1.10057,1499.26,1362.257739,0.48816,0.443552
RSM2465,7812.86,7.60741,6.30843,7.59214,0.861714,1805.72,2095.498042,0.54336,0.630557
RSM3606,7209.64,8.83543,4.89469,8.82746,0.624336,2873.55,4602.56977,0.62752,1.0051
RSM1376,2663.92,5.50159,4.45937,5.49668,1.2167,1739.39,1429.596449,0.50612,0.415978
RSM2898,3607.95,7.21513,5.98736,7.21361,1.27988,1318.25,1029.979373,0.42058,0.328608
RSM2348,3630.23,7.93406,5.48339,7.91016,0.971712,1858.14,1912.233254,0.54226,0.558046
RSM2831,4654.29,6.8261,5.31039,6.2759,1.01498,1978.47,1949.269936,0.54744,0.539359
RSM2826,3119.75,5.03956,3.43426,5.01641,1.51423,365.234,241.2011385,0.18228,0.120378
RSM3913,7543.81,8.78202,2.88546,8.77484,1.01806,1409.31,1384.309373,0.45776,0.44964
RSM4070,6254.04,4.43944,3.11973,4.42272,1.97188,168.322,85.36117816,0.0854,0.043309
RSM1638,4593.15,6.71751,4.61596,6.71751,1.15559,1460.51,1263.865212,0.4135,0.357827
RSM4398,10988.1,7.29706,4.00765,6.07294,1.2292,1284.51,1044.996746,0.40492,0.329418
RSM3028,2782.78,7.22422,5.56347,7.22422,1.76045,455.642,258.8213241,0.14822,0.0841945
RSM2158,3177.38,5.63987,3.43131,5.63987,1.70238,749.603,440.3264841,0.29008,0.170397
RSM1366,1842.74,4.90036,3.04579,4.90036,1.3744,434.529,316.1590512,0.21664,0.157626
RSM2140,5474.63,6.8634,6.5073,6.8549,1.07828,982.284,910.9730311,0.34914,0.323794
RSM1342,2291.45,6.42466,5.8923,6.42466,1.33156,1229.46,923.3230196,0.39992,0.300338
RSM1327,2216.62,6.33252,5.73011,6.33252,1.22757,1239.33,1009.579902,0.40756,0.332006
RSM2351,2846.09,6.155,5.22739,6.12328,1.60811,1012.36,629.5340493,0.31648,0.196802
RSM1052,1510.6,7.91812,7.59325,7.91812,1.47122,1018.89,692.5476815,0.34538,0.234757
RSM0306,1563.36,4.45764,2.70708,4.45061,1.7208,79.5332,46.21873547,0.07508,0.0436308
RSM2917,2964.05,8.96888,8.2985,8.96888,1.10337,873.059,791.2658492,0.29484,0.267217
RSM4321,13993.4,8.69843,6.41352,8.68476,1.38534,1650.29,1191.252689,0.51866,0.374392
RSM2166,6614.08,5.47734,4.35167,5.29263,2.01178,836.599,415.8501427,0.29872,0.148486
RSM1064,1746.35,5.37435,4.22886,5.37435,1.12816,739.882,655.8307332,0.30812,0.273118
RSM2311,2931.47,6.73203,3.67524,6.71149,1.26793,1114.34,878.8655525,0.37858,0.298582
RSM1187,1839.47,5.86312,3.92573,5.85006,1.18848,1190.42,1001.632337,0.37514,0.315647
RSM1569,10413.4,11.02675,7.87011,11.02675,0.803859,1987.03,2471.863847,0.61326,0.762895
RSM4116,7265.93,5.47986,2.72127,5.47807,1.28008,852.735,666.1575839,0.31912,0.249297
RSM3459,17749.0,12.94916,9.87431,12.94916,0.591794,2177.4,3679.320845,0.70108,1.18467
RSM3120,3722.39,4.3139,3.55368,4.30056,2.21162,107.812,48.7479766,0.10024,0.0453242
RSM3870,9017.41,12.53944,4.7914,12.4029,0.822662,1889.98,2297.395528,0.62948,0.765175
RSM1580,2555.16,5.27825,3.53087,5.26193,0.862596,1243.71,1441.822128,0.48748,0.565131
RSM2828,9277.31,9.43814,4.59805,9.43814,1.24517,1443.73,1159.46417,0.47372,0.380445
RSM3864,5673.08,4.96863,3.07482,4.94534,1.29845,463.279,356.7938696,0.21418,0.164951
RSM4363,29186.3,11.12952,5.24741,11.12952,1.02735,1469.14,1430.028715,0.36292,0.353257
RSM3725,7482.02,10.27351,7.23414,10.27351,0.702938,1715.35,2440.257889,0.58272,0.828978
RSM3726,7493.93,10.11008,7.63969,10.06429,0.70182,1760.07,2507.865265,0.57748,0.822832
RSM3698,7445.89,10.39855,7.33583,10.39855,0.70723,1724.17,2437.919772,0.58126,0.821882
RSM4423,14951.7,10.2269,8.71112,10.22341,0.711062,1683.55,2367.655704,0.57992,0.815569
RSM3660,6878.5,9.7384,7.14116,9.7384,0.752041,1719.47,2286.404598,0.56076,0.74565
RSM4441,35006.9,12.11698,9.08074,12.11414,0.619951,1745.166227,2815.006713,0.6236,1.00589
RSM2439,2276.31,4.95927,3.84058,4.95343,1.32588,387.705,292.4133406,0.20204,0.152381
RSM0718,1342.77,6.31005,3.21738,6.31005,1.67305,628.652,375.7520696,0.3027,0.180927
RSM0568,2060.96,5.68783,4.95516,5.67974,1.59918,861.704,538.8411561,0.28394,0.177553
RSM2235,2336.92,3.88653,3.23031,3.88589,1.4047,24.4607,17.41346907,0.05904,0.0420303
RSM1312,1704.95,3.89243,2.46393,3.88968,1.37355,39.4907,28.75082815,0.08504,0.0619128
RSM1090,1644.02,6.43752,3.3852,6.42358,1.55619,747.675,480.4522584,0.27394,0.176033
RSM1902,2481.53,5.48842,3.66587,5.4468,1.48531,726.779,489.3113222,0.31552,0.212428
RSM1121,1246.63,4.9355,3.41268,4.9355,1.26902,330.163,260.1716285,0.1911,0.150589
RSM2749,3911.01,6.08119,4.05672,5.74775,0.950744,1492.367507,1569.683855,0.45958,0.48339051
RSM2326,10768.3,6.29862,4.63989,6.28416,1.01225,972.31,960.543344,0.30642,0.302713
RSM3878,6180.88,6.32885,4.07784,6.32149,0.837909,1546.49,1845.653884,0.46804,0.558581
RSM3258,4058.18,4.56892,2.97523,4.55488,1.62038,184.383,113.7899752,0.18276,0.112789
RSM2223,2827.79,8.32795,7.15006,8.32795,1.52785,921.253,602.9734594,0.3043,0.199169
RSM4138,7998.01,6.60468,3.67142,6.60468,0.952542,1158.32,1216.030369,0.37602,0.394754
RSM4203,8150.56,9.25956,5.86045,9.25956,0.936428,1071.509,1144.251347,0.33636,0.3591945
RSM4433,22906.3,10.78123,7.93542,10.78123,0.823199,1335.516966,1622.350083,0.43836,0.532508
RSM3516,23684.4,13.89985,13.68041,13.89985,0.580343,1217.25357,2097.47265,0.63534,1.0947693
RSM4342,23897.1,12.11737,9.13356,12.10852,0.81232,1226.56333,1509.950918,0.46902,0.57738284
RSM4291,11699.4,11.74767,8.70516,11.74078,0.798853,1327.35204,1661.572329,0.4797,0.600486
RSM2077,2416.9,5.36799,3.75589,5.36799,1.02114,710.225,695.5216719,0.3204,0.313767
RSM2966,4589.7,9.15011,7.4108,9.12328,0.889985,1296.588,1456.865003,0.43626,0.4901879
RSM0511,1106.49,4.15044,3.18801,4.13489,2.08307,155.295,74.55102325,0.1383,0.0663923
RSM2431,2351.73,7.42906,5.13218,7.42905,1.77226,751.163,423.8446955,0.26158,0.147597
RSM2441,2305.01,7.32486,5.10994,7.32486,1.82355,718.243,393.8707466,0.25778,0.141362
RSM2417,2270.92,7.25865,5.07987,7.25865,1.86882,730.288,390.7749275,0.2528,0.135273
RSM2425,2253.86,7.23101,5.08834,7.23101,1.90327,719.462,378.0136292,0.25344,0.13316
RSM2625,2862.66,9.97802,9.8426,9.97802,1.0723,983.01,916.7303926,0.37178,0.346712
RSM2633,2865.18,10.07018,9.94208,10.07018,1.22593,959.646,782.7902083,0.36356,0.296559
RSM3067,7969.92,6.08051,3.77232,6.05891,1.56855,874.656,557.6207325,0.30048,0.191566
RSM2648,5860.83,4.8738,3.28439,4.86704,1.11711,733.258,656.3883592,0.2941,0.263269
RSM1854,2050.52,5.114,4.10664,5.114,1.17728,660.21,560.7926746,0.23364,0.198458
RSM3848,6626.13,6.31717,4.2524,6.31717,0.893807,1808.98,2023.904489,0.48438,0.541929
RSM2448,4351.4,9.5634,6.50143,9.5634,0.680526,2060.56,3027.89313,0.62998,0.925725
RSM4329,10838.5,8.56175,6.50064,8.56175,1.3766,1453.15,1055.60802,0.43918,0.319032
RSM2137,8248.29,11.26336,10.79912,11.26336,0.878987,1775.6,2020.052629,0.56318,0.640715
RSM3557,3662.99,4.28353,4.03476,4.28353,1.49492,133.932,89.59141626,0.06864,0.0459155
RSM3407,3675.27,5.2265,4.77382,5.2265,1.35803,658.429,484.8412774,0.22788,0.167802
RSM3064,5630.36,6.9462,5.87305,6.9462,1.26346,1888.07,1494.364681,0.54546,0.431721
RSM1995,2027.43,4.22657,2.78898,4.22657,2.15998,20.4687,9.476337744,0.03754,0.0173798
RSM0606,1157.99,4.58785,3.57723,4.56141,1.52818,316.478,207.094714,0.23602,0.154445
RSM3347,6189.79,9.5696,5.43482,9.51117,0.6688,1991.095,2977.11573,0.62316,0.931759
RSM1955,3061.43,7.286,6.24859,7.286,0.867522,1936.53,2232.254629,0.54034,0.622855
RSM0283,948.715,4.19154,2.64482,4.16139,1.41408,228.968,161.9201177,0.20542,0.145268
RSM4114,7072.14,6.76851,6.40962,6.76851,1.06856,988.56338,925.1360523,0.30056,0.281277
RSM3072,5029.11,8.03748,6.22623,7.97705,1.08776,1779.03,1635.498639,0.52844,0.485804
RSM4193,10153.7,8.07184,5.576,8.06069,0.920261,1852.21,2012.700745,0.51472,0.559319
RSM3171,5414.99,8.36266,5.62116,8.35172,0.801466,2032.76,2536.302226,0.55078,0.687216
RSM2852,3149.9,5.68988,4.36716,5.68491,1.37492,659.433,479.6155413,0.25982,0.1889715
RSM2845,3262.55,5.34889,4.37091,5.2699,1.32744,797.876,601.0637016,0.30892,0.232718
RSM4069,6165.5,5.71457,4.11763,5.69455,1.40487,585.332,416.6449565,0.2349,0.1672049
RSM2975,4174.32,5.22305,3.60975,4.94835,1.24721,826.565,662.7312161,0.33578,0.269225
RSM3085,6530.5,14.06271,4.49755,14.06271,0.931261,1758.39,1888.181723,0.58812,0.631531
RSM1739,3002.32,5.97545,4.80817,5.79843,0.950435,1732.87,1823.238833,0.53298,0.560775
RSM0626,1738.46,6.22091,5.02145,6.15779,1.0165,1521.1,1496.409247,0.46906,0.461447
RSM1927,3216.87,5.76939,3.85425,5.57935,1.03783,1270.58,1224.266017,0.45126,0.43481
RSM2755,4527.3,8.32761,5.8376,8.32761,0.662866,2268.54,3422.32065,0.63208,0.953556
RSM3900,5729.47,7.62911,3.95603,7.62911,0.921866,1413.2,1532.977678,0.42762,0.463863
RSM4616,25358.6,7.15079,6.5153,7.14534,0.88298,1196.3528,1354.903622,0.3208,0.3633155
RSM3452,4235.38,4.62157,2.70851,4.56085,1.40882,476.414,338.1652731,0.20636,0.146477
RSM3465,4266.81,4.55913,2.84233,4.53369,1.386,474.629,342.4451659,0.20364,0.146926
RSM2954,2739.2,4.42298,2.76409,4.42132,1.42404,88.1954,61.93323221,0.0824,0.0578636
RSM3396,7505.29,9.70753,8.64872,9.70205,0.819549,2167.49,2644.735092,0.63948,0.780283
RSM3483,7897.49,9.0043,8.36575,9.0043,0.810849,2162.98,2667.549692,0.63324,0.780959
RSM3554,9729.66,13.1918,11.62964,13.1918,0.690929,2163.96,3131.957119,0.6915,1.00083
RSM3714,8714.85,9.64298,8.71131,9.62069,0.809539,2058.82,2543.200513,0.62214,0.768511
RSM3635,10155.8,12.65736,11.14997,12.63796,0.678305,2266.83,3341.903716,0.6958,1.02579
RSM3683,10555.0,12.46942,12.09963,12.4634,0.660845,2254.61,3411.707738,0.69612,1.05338
RSM3590,8096.22,10.79969,7.20507,10.77322,1.03513,1644.71,1588.892216,0.56894,0.549629
RSM4415,22393.4,13.89608,6.70448,13.87452,0.615292,2190.16,3559.545712,0.7146,1.1614
RSM2514,2158.67,5.93683,5.18128,5.93683,1.3408,466.009,347.5604117,0.16916,0.126163
RSM4283,13613.9,8.53834,6.535,8.52358,0.823713,2243.53,2723.679243,0.62136,0.75434
RSM4332,10478.1,12.81278,3.94057,12.81278,0.929822,1301.65,1399.891592,0.44058,0.473833
RSM4208,8961.75,6.72718,4.71693,5.67099,0.945137,1583.271085,1675.176281,0.42498,0.449649
RSM1620,1832.21,4.72729,2.45697,4.71675,1.21516,444.278,365.6127588,0.2245,0.184749
RSM3490,6051.89,8.74413,5.00268,8.74413,0.838204,1758.79,2098.28395,0.5195,0.619778
RSM4236,20933.3,20.33339,7.92146,20.33339,0.406521,1904.99,4686.080178,0.7867,1.9352
RSM4226,8233.09,8.09105,7.71087,8.0663,1.03438,1236.15,1195.06371,0.36084,0.348847
RSM0367,1714.25,7.44329,6.41787,7.44329,0.943252,2024.97,2146.796402,0.59982,0.635906
RSM1469,3256.95,8.79152,6.71431,8.77922,0.851648,1981.52,2326.688961,0.60518,0.710599
RSM0339,756.58,3.84281,3.18904,3.84281,1.93678,3.02279,1.560729665,0.0,0.0
RSM2463,2823.27,4.66454,3.07422,4.31426,1.23139,287.922,233.8186927,0.18328,0.148839
RSM0295,934.561,5.79599,4.2449,5.79493,1.26187,1125.46,891.8985315,0.40582,0.321601
RSM0715,5747.76,10.03153,6.17304,10.03153,0.42881,2487.97,5802.033535,0.77068,1.79725
RSM1350,5395.73,10.73827,9.8398,10.61944,0.874765,1570.81,1795.693701,0.56468,0.645522
RSM1063,4528.78,9.41711,9.09464,9.41711,0.965845,1551.92,1606.800263,0.54756,0.566923
RSM4101,14386.6,10.66058,7.94571,10.64148,0.758358,1910.37,2519.087291,0.66544,0.877475
RSM4336,9728.65,8.97123,2.82772,8.97123,1.1689,975.594,834.6257165,0.3289,0.281375
RSM1112,1588.64,4.4794,2.97646,4.4794,1.27416,329.886,258.9046901,0.23974,0.188156
RSM4267,8974.33,7.26408,5.9349,7.24141,0.928559,1508.83,1624.915595,0.46296,0.498579
RSM3542,6001.12,9.64796,7.3234,9.64796,0.745691,1731.84,2322.463326,0.56466,0.75723
RSM1822,1839.73,7.2447,5.77835,7.2447,1.33475,452.728,339.1856153,0.145,0.108635
RSM0009,402.002,4.38198,3.29154,4.3617,1.52002,278.755,183.3890344,0.23602,0.155274
