,structure,Density
3067,RSM1698,0.834169
3068,RSM0926,1.6536
3069,RSM2635,0.760049
3070,RSM0758,1.43719
3071,RSM4015,1.04957
3072,RSM0693,1.02587
3073,RSM2734,0.947114
3074,RSM1787,1.85038
3075,RSM3719,1.827
3076,RSM4360,0.57258
3077,RSM0282,1.36727
3078,RSM3855,1.28033
3079,RSM1131,1.15921
3080,RSM1238,1.23859
3081,RSM2017,1.01126
3082,RSM3228,1.89463
3083,RSM1412,1.20895
3084,RSM0308,1.338
3085,RSM1047,1.18756
3086,RSM3830,0.989346
3087,RSM4358,0.579599
3088,RSM2704,1.4745
3089,RSM4512,0.876717
3090,RSM0203,1.42385
3091,RSM2613,2.55114
3092,RSM3145,1.20909
3093,RSM3287,1.07263
3094,RSM1979,1.24801
3095,RSM4424,1.54686
3096,RSM2411,1.47593
3097,RSM1718,1.28543
3098,RSM0153,1.56916
3099,RSM0609,0.689723
3100,RSM3571,0.309382
3101,RSM3044,1.19761
3102,RSM1722,0.970459
3103,RSM4343,1.0253
3104,RSM1036,1.63754
3105,RSM0967,1.72047
3106,RSM2995,0.834339
3107,RSM2822,1.55436
3108,RSM1593,0.500064
3109,RSM3382,0.527239
3110,RSM1885,1.62079
3111,RSM3569,1.0661
3112,RSM0215,1.26057
3113,RSM0882,1.3101
3114,RSM4403,0.780121
3115,RSM0135,2.5432
3116,RSM2073,0.980078
3117,RSM1110,1.83628
3118,RSM2224,1.61859
3119,RSM0069,1.8573
3120,RSM1124,1.36746
3121,RSM3022,1.38507
3122,RSM3474,1.50849
3123,RSM0402,1.25814
3124,RSM0125,1.73911
3125,RSM0018,1.22421
3126,RSM2484,1.26666
3127,RSM2487,0.947416
3128,RSM4443,0.982987
3129,RSM0754,1.91997
3130,RSM1788,0.898929
3131,RSM2511,1.98362
3132,RSM0769,0.915435
3133,RSM0633,1.14179
3134,RSM3281,1.41319
3135,RSM0998,2.03242
3136,RSM1495,1.31759
3137,RSM2058,1.64004
3138,RSM0990,1.63332
3139,RSM3653,1.63466
3140,RSM3580,1.88211
3141,RSM0054,1.80862
3142,RSM2978,1.01704
3143,RSM4131,0.560629
3144,RSM0045,1.9302
3145,RSM4422,0.791305
3146,RSM3283,1.22977
3147,RSM0772,1.58061
3148,RSM3770,0.724973
3149,RSM0021,1.56603
3150,RSM1740,1.05113
3151,RSM1203,1.07551
3152,RSM2632,1.01343
3153,RSM2724,1.56759
3154,RSM2431,1.76926
3155,RSM1603,1.76503
3156,RSM3303,0.906193
3157,RSM0369,1.33585
3158,RSM0485,1.21522
3159,RSM1815,1.29779
3160,RSM1730,0.898039
3161,RSM2898,1.30492
3162,RSM3157,0.976265
3163,RSM2339,1.4185
3164,RSM3735,0.91501
3165,RSM2116,1.35209
3166,RSM4081,1.41986
3167,RSM4237,0.833721
3168,RSM0083,1.45767
3169,RSM2918,1.19837
3170,RSM0132,3.86786
3171,RSM4420,1.59189
3172,RSM4004,1.37836
3173,RSM0863,1.20589
3174,RSM3614,0.984469
3175,RSM2976,1.59886
3176,RSM3491,1.02183
3177,RSM0653,1.96341
3178,RSM4031,0.768834
3179,RSM3786,0.996575
3180,RSM1531,2.50549
3181,RSM1801,1.33593
3182,RSM3088,1.21732
3183,RSM4201,1.23994
3184,RSM1404,0.985268
3185,RSM3737,1.127
3186,RSM3166,0.985384
3187,RSM4176,0.420712
3188,RSM2755,0.606851
3189,RSM1366,1.79952
3190,RSM0748,1.42666
3191,RSM1846,1.15113
3192,RSM2119,1.78467
3193,RSM3998,1.13358
3194,RSM2102,1.59195
3195,RSM4332,0.892598
3196,RSM1627,1.13175
3197,RSM2716,1.41553
3198,RSM4009,0.695644
3199,RSM2122,1.31342
3200,RSM2943,1.16824
3201,RSM2247,1.06098
3202,RSM3603,0.900321
3203,RSM3501,0.717712
3204,RSM0228,1.26413
3205,RSM3249,1.22668
3206,RSM0840,1.03773
3207,RSM0051,1.64442
3208,RSM1876,0.699389
3209,RSM1874,0.993708
3210,RSM3075,1.46327
3211,RSM1307,1.68049
3212,RSM1841,1.83436
3213,RSM0231,2.63386
3214,RSM2000,1.22365
3215,RSM4106,1.01326
3216,RSM2544,1.70117
3217,RSM1987,0.851248
3218,RSM0604,1.64303
3219,RSM0023,1.03822
3220,RSM1946,0.803023
3221,RSM0974,1.22422
3222,RSM1810,1.10456
3223,RSM1369,1.76785
3224,RSM2263,0.663988
3225,RSM2814,1.33847
3226,RSM0593,1.76036
3227,RSM3297,1.82017
3228,RSM2393,1.19582
3229,RSM1804,1.27414
3230,RSM0059,1.15609
3231,RSM0733,1.24471
3232,RSM4355,1.42398
3233,RSM3612,1.33238
3234,RSM2927,1.30609
3235,RSM1233,2.07764
3236,RSM1434,1.74473
3237,RSM0973,1.03175
3238,RSM0735,1.07599
3239,RSM4531,0.592605
3240,RSM1113,1.68263
3241,RSM4239,0.396754
3242,RSM3052,1.48599
3243,RSM2942,1.16676
3244,RSM3857,1.95079
3245,RSM3649,1.61988
3246,RSM3405,1.33413
3247,RSM3859,1.26638
3248,RSM2517,1.11963
3249,RSM3299,1.32729
3250,RSM3130,1.01691
3251,RSM0520,1.83449
3252,RSM1205,1.72675
3253,RSM1520,1.38076
3254,RSM0027,2.08408
3255,RSM3641,1.20886
3256,RSM0533,1.27779
